id,year,county,psi_21_cases,psi_21_population,psi_21_rate,psi_22_cases,psi_22_population,psi_22_rate,psi_23_cases,psi_23_population,psi_23_rate,psi_24_cases,psi_24_population,psi_24_rate,psi_25_cases,psi_25_population,psi_25_rate,psi_26_cases,psi_26_population,psi_26_rate,psi_27_cases,psi_27_population,psi_27_rate,gvid
415,2005,Sierra,0,2724,0.0,0,2724,0.0,1,2724,36.7,0,2724,0.0,3,2724,110.1,0,2724,0.0,0,2724,0.0,0O061t
416,2006,Sierra,0,2774,0.0,0,2774,0.0,0,2774,0.0,0,2774,0.0,0,2774,0.0,0,2774,0.0,0,2774,0.0,0O061t
417,2007,Sierra,0,2756,0.0,0,2756,0.0,0,2756,0.0,0,2756,0.0,0,2756,0.0,0,2756,0.0,1,2756,36.3,0O061t
418,2008,Sierra,0,2742,0.0,0,2742,0.0,0,2742,0.0,0,2742,0.0,2,2742,72.9,0,2742,0.0,2,2742,72.9,0O061t
419,2009,Sierra,0,2687,0.0,0,2687,0.0,0,2687,0.0,0,2687,0.0,2,2687,74.4,0,2687,0.0,0,2687,0.0,0O061t
420,2010,Sierra,0,2692,0.0,0,2692,0.0,0,2692,0.0,0,2692,0.0,1,2692,37.1,0,2692,0.0,1,2692,37.1,0O061t
421,2011,Sierra,0,2613,0.0,0,2613,0.0,0,2613,0.0,0,2613,0.0,0,2613,0.0,0,2613,0.0,1,2613,38.3,0O061t
422,2012,Sierra,0,2669,0.0,0,2669,0.0,0,2669,0.0,0,2669,0.0,0,2669,0.0,0,2669,0.0,1,2669,37.5,0O061t
423,2013,Sierra,0,2665,0.0,0,2665,0.0,0,2665,0.0,0,2665,0.0,0,2665,0.0,0,2665,0.0,0,2665,0.0,0O061t
424,2005,Siskiyou,0,35143,0.0,1,35143,2.8,8,35143,22.8,0,35143,0.0,15,35143,42.7,1,35143,2.8,14,35143,39.8,0O061v
425,2006,Siskiyou,0,35080,0.0,1,35080,2.9,3,35080,8.6,2,35080,5.7,19,35080,54.2,0,35080,0.0,7,35080,20.0,0O061v
426,2007,Siskiyou,0,35195,0.0,4,35195,11.4,2,35195,5.7,0,35195,0.0,14,35195,39.8,0,35195,0.0,11,35195,31.3,0O061v
427,2008,Siskiyou,0,35541,0.0,2,35541,5.6,0,35541,0.0,0,35541,0.0,19,35541,53.5,0,35541,0.0,16,35541,45.0,0O061v
428,2009,Siskiyou,0,35511,0.0,2,35511,5.6,0,35511,0.0,0,35511,0.0,8,35511,22.5,0,35511,0.0,15,35511,42.2,0O061v
429,2010,Siskiyou,1,35719,2.8,1,35719,2.8,0,35719,0.0,0,35719,0.0,8,35719,22.4,0,35719,0.0,18,35719,50.4,0O061v
430,2011,Siskiyou,0,35459,0.0,2,35459,5.6,3,35459,8.5,1,35459,2.8,10,35459,28.2,0,35459,0.0,6,35459,16.9,0O061v
431,2012,Siskiyou,0,36050,0.0,3,36050,8.3,0,36050,0.0,1,36050,2.8,7,36050,19.4,0,36050,0.0,12,36050,33.3,0O061v
432,2013,Siskiyou,1,36231,2.8,0,36231,0.0,1,36231,2.8,1,36231,2.8,12,36231,33.1,0,36231,0.0,7,36231,19.3,0O061v
433,2005,Solano,9,301678,3.0,24,301678,8.0,73,301678,24.2,2,301678,0.7,186,301678,61.7,2,301678,0.7,137,301678,45.4,0O061x
434,2006,Solano,11,303214,3.6,21,303214,6.9,73,303214,24.1,4,303214,1.3,155,303214,51.1,1,303214,0.3,134,303214,44.2,0O061x
435,2007,Solano,10,304287,3.3,15,304287,4.9,72,304287,23.7,9,304287,3.0,132,304287,43.4,1,304287,0.3,123,304287,40.4,0O061x
436,2008,Solano,7,306167,2.3,23,306167,7.5,42,306167,13.7,6,306167,2.0,139,306167,45.4,0,306167,0.0,113,306167,36.9,0O061x
437,2009,Solano,8,308635,2.6,22,308635,7.1,32,308635,10.4,6,308635,1.9,120,308635,38.9,0,308635,0.0,148,308635,48.0,0O061x
438,2010,Solano,5,313165,1.6,21,313165,6.7,22,313165,7.0,7,313165,2.2,118,313165,37.7,0,313165,0.0,110,313165,35.1,0O061x
439,2011,Solano,8,316734,2.5,23,316734,7.3,30,316734,9.5,4,316734,1.3,124,316734,39.1,0,316734,0.0,118,316734,37.3,0O061x
440,2012,Solano,2,317492,0.6,25,317492,7.9,24,317492,7.6,9,317492,2.8,124,317492,39.1,0,317492,0.0,98,317492,30.9,0O061x
441,2013,Solano,6,319839,1.9,16,319839,5.0,33,319839,10.3,3,319839,0.9,92,319839,28.8,0,319839,0.0,96,319839,30.0,0O061x
442,2005,Sonoma,4,358116,1.1,36,358116,10.1,86,358116,24.0,7,358116,2.0,141,358116,39.4,1,358116,0.3,132,358116,36.9,0O061z
443,2006,Sonoma,6,358614,1.7,33,358614,9.2,75,358614,20.9,3,358614,0.8,152,358614,42.4,0,358614,0.0,159,358614,44.3,0O061z
444,2007,Sonoma,14,361223,3.9,29,361223,8.0,55,361223,15.2,2,361223,0.6,153,361223,42.4,1,361223,0.3,120,361223,33.2,0O061z
445,2008,Sonoma,4,366471,1.1,26,366471,7.1,30,366471,8.2,0,366471,0.0,139,366471,37.9,1,366471,0.3,136,366471,37.1,0O061z
446,2009,Sonoma,9,372373,2.4,27,372373,7.3,31,372373,8.3,4,372373,1.1,125,372373,33.6,0,372373,0.0,129,372373,34.6,0O061z
447,2010,Sonoma,7,377723,1.9,21,377723,5.6,30,377723,7.9,3,377723,0.8,116,377723,30.7,0,377723,0.0,147,377723,38.9,0O061z
448,2011,Sonoma,5,381767,1.3,26,381767,6.8,14,381767,3.7,6,381767,1.6,131,381767,34.3,0,381767,0.0,136,381767,35.6,0O061z
449,2012,Sonoma,4,379818,1.1,19,379818,5.0,14,379818,3.7,2,379818,0.5,129,379818,34.0,0,379818,0.0,148,379818,39.0,0O061z
450,2013,Sonoma,1,382539,0.3,19,382539,5.0,15,382539,3.9,2,382539,0.5,108,382539,28.2,0,382539,0.0,127,382539,33.2,0O061z
451,2005,Stanislaus,7,351584,2.0,21,351584,6.0,70,351584,19.9,9,351584,2.6,190,351584,54.0,0,351584,0.0,181,351584,51.5,0O061B
452,2006,Stanislaus,7,355891,2.0,30,355891,8.4,81,355891,22.8,11,355891,3.1,192,355891,53.9,0,355891,0.0,171,355891,48.0,0O061B
453,2007,Stanislaus,9,358840,2.5,25,358840,7.0,73,358840,20.3,14,358840,3.9,212,358840,59.1,0,358840,0.0,173,358840,48.2,0O061B
454,2008,Stanislaus,4,360777,1.1,28,360777,7.8,36,360777,10.0,10,360777,2.8,194,360777,53.8,0,360777,0.0,217,360777,60.1,0O061B
455,2009,Stanislaus,4,363949,1.1,20,363949,5.5,45,363949,12.4,3,363949,0.8,173,363949,47.5,0,363949,0.0,197,363949,54.1,0O061B
456,2010,Stanislaus,7,368478,1.9,42,368478,11.4,32,368478,8.7,6,368478,1.6,171,368478,46.4,0,368478,0.0,172,368478,46.7,0O061B
457,2011,Stanislaus,6,372845,1.6,23,372845,6.2,23,372845,6.2,6,372845,1.6,161,372845,43.2,0,372845,0.0,174,372845,46.7,0O061B
458,2012,Stanislaus,4,382150,1.0,38,382150,9.9,19,382150,5.0,5,382150,1.3,120,382150,31.4,0,382150,0.0,163,382150,42.7,0O061B
459,2013,Stanislaus,2,387338,0.5,27,387338,7.0,23,387338,5.9,5,387338,1.3,108,387338,27.9,2,387338,0.5,140,387338,36.1,0O061B
460,2005,Sutter,1,64008,1.6,2,64008,3.1,9,64008,14.1,0,64008,0.0,32,64008,50.0,0,64008,0.0,29,64008,45.3,0O061D
461,2006,Sutter,0,65772,0.0,3,65772,4.6,12,65772,18.2,0,65772,0.0,32,65772,48.7,0,65772,0.0,26,65772,39.5,0O061D
462,2007,Sutter,1,67100,1.5,6,67100,8.9,18,67100,26.8,3,67100,4.5,18,67100,26.8,0,67100,0.0,31,67100,46.2,0O061D
463,2008,Sutter,0,67885,0.0,2,67885,2.9,6,67885,8.8,1,67885,1.5,18,67885,26.5,0,67885,0.0,25,67885,36.8,0O061D
464,2009,Sutter,1,68389,1.5,5,68389,7.3,9,68389,13.2,0,68389,0.0,21,68389,30.7,0,68389,0.0,21,68389,30.7,0O061D
465,2010,Sutter,0,68807,0.0,5,68807,7.3,5,68807,7.3,3,68807,4.4,29,68807,42.1,0,68807,0.0,21,68807,30.5,0O061D
466,2011,Sutter,0,69305,0.0,6,69305,8.7,6,69305,8.7,2,69305,2.9,27,69305,39.0,0,69305,0.0,27,69305,39.0,0O061D
467,2012,Sutter,1,72114,1.4,7,72114,9.7,2,72114,2.8,2,72114,2.8,17,72114,23.6,0,72114,0.0,21,72114,29.1,0O061D
468,2013,Sutter,0,73363,0.0,5,73363,6.8,7,73363,9.5,1,73363,1.4,18,73363,24.5,0,73363,0.0,24,73363,32.7,0O061D
469,2005,Tehama,1,44895,2.2,6,44895,13.4,8,44895,17.8,0,44895,0.0,25,44895,55.7,0,44895,0.0,23,44895,51.2,0O061F
470,2006,Tehama,1,45563,2.2,1,45563,2.2,7,45563,15.4,1,45563,2.2,18,45563,39.5,0,45563,0.0,18,45563,39.5,0O061F
471,2007,Tehama,2,46078,4.3,4,46078,8.7,10,46078,21.7,1,46078,2.2,21,46078,45.6,0,46078,0.0,18,46078,39.1,0O061F
472,2008,Tehama,0,46523,0.0,5,46523,10.7,9,46523,19.3,1,46523,2.1,15,46523,32.2,0,46523,0.0,18,46523,38.7,0O061F
473,2009,Tehama,1,46816,2.1,4,46816,8.5,6,46816,12.8,3,46816,6.4,17,46816,36.3,0,46816,0.0,18,46816,38.4,0O061F
474,2010,Tehama,0,47599,0.0,1,47599,2.1,0,47599,0.0,3,47599,6.3,18,47599,37.8,0,47599,0.0,15,47599,31.5,0O061F
475,2011,Tehama,0,47875,0.0,3,47875,6.3,1,47875,2.1,0,47875,0.0,9,47875,18.8,0,47875,0.0,11,47875,23.0,0O061F
476,2012,Tehama,0,49036,0.0,1,49036,2.0,2,49036,4.1,1,49036,2.0,11,49036,22.4,0,49036,0.0,17,49036,34.7,0O061F
477,2013,Tehama,0,49697,0.0,4,49697,8.0,2,49697,4.0,1,49697,2.0,12,49697,24.1,0,49697,0.0,16,49697,32.2,0O061F
478,2005,Trinity,0,10730,0.0,1,10730,9.3,2,10730,18.6,1,10730,9.3,5,10730,46.6,0,10730,0.0,9,10730,83.9,0O061H
479,2006,Trinity,0,10964,0.0,0,10964,0.0,1,10964,9.1,0,10964,0.0,6,10964,54.7,0,10964,0.0,3,10964,27.4,0O061H
480,2007,Trinity,0,11018,0.0,0,11018,0.0,1,11018,9.1,1,11018,9.1,7,11018,63.5,0,11018,0.0,6,11018,54.5,0O061H
481,2008,Trinity,0,11094,0.0,1,11094,9.0,1,11094,9.0,0,11094,0.0,5,11094,45.1,0,11094,0.0,4,11094,36.1,0O061H
482,2009,Trinity,0,11212,0.0,2,11212,17.8,1,11212,8.9,1,11212,8.9,1,11212,8.9,0,11212,0.0,2,11212,17.8,0O061H
483,2010,Trinity,1,11321,8.8,1,11321,8.8,0,11321,0.0,1,11321,8.8,6,11321,53.0,0,11321,0.0,3,11321,26.5,0O061H
484,2011,Trinity,0,11284,0.0,2,11284,17.7,0,11284,0.0,0,11284,0.0,5,11284,44.3,0,11284,0.0,5,11284,44.3,0O061H
485,2012,Trinity,0,11560,0.0,1,11560,8.7,0,11560,0.0,0,11560,0.0,4,11560,34.6,0,11560,0.0,2,11560,17.3,0O061H
486,2013,Trinity,0,11690,0.0,2,11690,17.1,0,11690,0.0,0,11690,0.0,4,11690,34.2,0,11690,0.0,3,11690,25.7,0O061H
487,2005,Tulare,1,274190,0.4,11,274190,4.0,64,274190,23.3,5,274190,1.8,115,274190,41.9,1,274190,0.4,113,274190,41.2,0O061J
488,2006,Tulare,5,279155,1.8,22,279155,7.9,39,279155,14.0,5,279155,1.8,143,279155,51.2,1,279155,0.4,128,279155,45.9,0O061J
489,2007,Tulare,9,284348,3.2,15,284348,5.3,52,284348,18.3,6,284348,2.1,120,284348,42.2,0,284348,0.0,100,284348,35.2,0O061J
490,2008,Tulare,5,289358,1.7,24,289358,8.3,33,289359,11.4,8,289358,2.8,108,289358,37.3,0,289358,0.0,100,289358,34.6,0O061J
491,2009,Tulare,4,294800,1.4,9,294800,3.1,33,294800,11.2,9,294800,3.1,122,294800,41.4,0,294800,0.0,107,294800,36.3,0O061J
492,2010,Tulare,2,299782,0.7,26,299782,8.7,57,299782,19.0,2,299782,0.7,109,299782,36.4,0,299782,0.0,144,299782,48.0,0O061J
493,2011,Tulare,4,304563,1.3,19,304563,6.2,53,304563,17.4,5,304563,1.6,122,304563,40.1,0,304563,0.0,112,304563,36.8,0O061J
494,2012,Tulare,6,311592,1.9,20,311592,6.4,33,311592,10.6,7,311592,2.2,103,311592,33.1,0,311592,0.0,95,311592,30.5,0O061J
495,2013,Tulare,4,317210,1.3,16,317210,5.0,20,317210,6.3,2,317210,0.6,82,317210,25.9,0,317210,0.0,101,317210,31.8,0O061J
496,2005,Tuolumne,1,46037,2.2,1,46037,2.2,7,46037,15.2,2,46037,4.3,46,46037,99.9,0,46037,0.0,35,46037,76.0,0O061L
497,2006,Tuolumne,4,46178,8.7,7,46178,15.2,13,46178,28.2,2,46178,4.3,28,46178,60.6,0,46178,0.0,29,46178,62.8,0O061L
498,2007,Tuolumne,1,46095,2.2,2,46095,4.3,7,46095,15.2,0,46095,0.0,41,46095,88.9,0,46095,0.0,35,46095,75.9,0O061L
499,2008,Tuolumne,1,46161,2.2,3,46161,6.5,4,46161,8.7,2,46161,4.3,25,46161,54.2,0,46161,0.0,31,46161,67.2,0O061L
500,2009,Tuolumne,1,45938,2.2,4,45938,8.7,3,45938,6.5,1,45938,2.2,38,45938,82.7,0,45938,0.0,25,45938,54.4,0O061L
501,2010,Tuolumne,0,45625,0.0,3,45625,6.6,6,45625,13.2,0,45625,0.0,30,45625,65.8,0,45625,0.0,19,45625,41.6,0O061L
502,2011,Tuolumne,0,45626,0.0,1,45626,2.2,4,45626,8.8,1,45626,2.2,23,45626,50.4,0,45626,0.0,26,45626,57.0,0O061L
503,2012,Tuolumne,2,46574,4.3,0,46574,0.0,3,46574,6.4,1,46574,2.1,22,46574,47.2,0,46574,0.0,26,46574,55.8,0O061L
504,2013,Tuolumne,0,46755,0.0,4,46755,8.6,0,46755,0.0,0,46755,0.0,19,46755,40.6,0,46755,0.0,14,46755,29.9,0O061L
505,2005,Ventura,10,579683,1.7,38,579683,6.6,119,579683,20.5,13,579683,2.2,219,579683,37.8,2,579683,0.3,220,579683,38.0,0O061N
506,2006,Ventura,10,584984,1.7,43,584984,7.4,128,584984,21.9,6,584984,1.0,267,584984,45.6,0,584984,0.0,229,584984,39.1,0O061N
507,2007,Ventura,10,588179,1.7,53,588179,9.0,129,588179,21.9,13,588179,2.2,233,588179,39.6,0,588179,0.0,214,588179,36.4,0O061N
508,2008,Ventura,8,594902,1.3,36,594902,6.1,62,594902,10.4,10,594902,1.7,236,594902,39.7,1,594902,0.2,248,594902,41.7,0O061N
509,2009,Ventura,10,603759,1.7,39,603759,6.5,60,603759,9.9,11,603759,1.8,215,603759,35.6,1,603759,0.2,253,603759,41.9,0O061N
510,2010,Ventura,6,613523,1.0,29,613523,4.7,61,613523,9.9,9,613523,1.5,214,613523,34.9,0,613523,0.0,236,613523,38.5,0O061N
511,2011,Ventura,5,621646,0.8,32,621646,5.1,44,621646,7.1,4,621646,0.6,204,621646,32.8,1,621646,0.2,220,621646,35.4,0O061N
512,2012,Ventura,10,625269,1.6,35,625269,5.6,25,625269,4.0,6,625269,1.0,245,625269,39.2,0,625269,0.0,237,625269,37.9,0O061N
513,2013,Ventura,7,631842,1.1,23,631842,3.6,40,631842,6.3,7,631842,1.1,144,631842,22.8,0,631842,0.0,182,631842,28.8,0O061N
514,2005,Yolo,5,138697,3.6,9,138697,6.5,13,138697,9.4,3,138697,2.2,55,138697,39.7,0,138697,0.0,43,138697,31.0,0O061P
515,2006,Yolo,2,141734,1.4,5,141734,3.5,15,141734,10.6,8,141734,5.6,58,141734,40.9,0,141734,0.0,42,141734,29.6,0O061P
516,2007,Yolo,0,145666,0.0,8,145666,5.5,22,145666,15.1,2,145666,1.4,49,145666,33.6,0,145666,0.0,39,145666,26.8,0O061P
517,2008,Yolo,1,148222,0.7,8,148222,5.4,33,148222,22.3,0,148222,0.0,55,148222,37.1,0,148222,0.0,44,148222,29.7,0O061P
518,2009,Yolo,0,150584,0.0,3,150584,2.0,10,150584,6.6,2,150584,1.3,50,150584,33.2,0,150584,0.0,46,150584,30.5,0O061P
519,2010,Yolo,1,152061,0.7,8,152061,5.3,7,152061,4.6,2,152061,1.3,52,152061,34.2,0,152061,0.0,45,152061,29.6,0O061P
520,2011,Yolo,2,153893,1.3,9,153893,5.8,5,153893,3.2,2,153893,1.3,58,153893,37.7,0,153893,0.0,53,153893,34.4,0O061P
521,2012,Yolo,5,158040,3.2,9,158040,5.7,10,158040,6.3,2,158040,1.3,42,158040,26.6,0,158040,0.0,36,158040,22.8,0O061P
522,2013,Yolo,0,160714,0.0,3,160714,1.9,5,160714,3.1,2,160714,1.2,38,160714,23.6,0,160714,0.0,43,160714,26.8,0O061P
523,2005,Yuba,1,46675,2.1,3,46675,6.4,10,46675,21.4,2,46675,4.3,21,46675,45.0,0,46675,0.0,19,46675,40.7,0O061R
524,2006,Yuba,3,48823,6.1,3,48823,6.1,10,48823,20.5,1,48823,2.0,10,48823,20.5,0,48823,0.0,22,48823,45.1,0O061R
525,2007,Yuba,0,49805,0.0,6,49805,12.0,16,49805,32.1,1,49805,2.0,18,49805,36.1,0,49805,0.0,14,49805,28.1,0O061R
526,2008,Yuba,0,50676,0.0,4,50676,7.9,11,50676,21.7,1,50676,2.0,13,50676,25.7,0,50676,0.0,11,50676,21.7,0O061R
527,2009,Yuba,1,50775,2.0,0,50775,0.0,4,50775,7.9,0,50775,0.0,18,50775,35.5,0,50775,0.0,17,50775,33.5,0O061R
528,2010,Yuba,0,51396,0.0,5,51396,9.7,3,51396,5.8,3,51396,5.8,14,51396,27.2,0,51396,0.0,19,51396,37.0,0O061R
529,2011,Yuba,0,51791,0.0,3,51791,5.8,8,51791,15.4,1,51791,1.9,20,51791,38.6,0,51791,0.0,18,51791,34.8,0O061R
530,2012,Yuba,1,53884,1.9,2,53884,3.7,3,53884,5.6,2,53884,3.7,20,53884,37.1,0,53884,0.0,23,53884,42.7,0O061R
531,2013,Yuba,0,54928,0.0,3,54928,5.5,9,54928,16.4,1,54928,1.8,16,54928,29.1,0,54928,0.0,26,54928,47.3,0O061R
